-10540743,10859011
2494100,-3049149
6752173,-6003465
3755120,-3940970
936339,-655430
-5691487,5898930
-5896251,8186169
-9401820,8730303
-4617065,4359408
-12377633,11777039
8430411,-7820128
-10818792,9375300
-7527568,7498477
-3044446,2147776
8161502,-8214290
-13901477,12549819
12469301,-11345477
-4650566,4675739
-10157347,10593106
-518801,130624
9271450,-8415609
10502905,-10410828
-16578926,16133302
-19487476,20094037
3196017,-3214815
15179964,-12174102
-16898592,17670902
-7013487,7087191
477166,-4225965
6077313,-6524462
6078728,-5360941
-9952722,10882796
-2575446,1598594
1502158,39880
-4535901,4349477
4146844,-2097719
5174571,-5304863
-8982603,9112899
-5196679,7054534
2413617,-1081574
-14680942,13136894
-6588153,7415377
8014908,-8460588
3949461,-5299366
2396352,-2707450
1571407,-1360059
-7035243,8211474
-10094384,9513763
-3778260,3219602
1237600,-1866510
4845649,-3161840
-3755274,1458424
15498188,-13623537
4325281,-4058764
-3882142,4725548
-8293161,10210712
-11763381,12234073
3301905,-3263596
7745481,-7115008
6070327,-4303350
8100318,-7449913
993215,-1304513
9268014,-6452068
-10508537,11138192
-10914672,10872340
-12159522,14244458
-7845599,7973993
1778355,-2620661
-1200320,-251907
-7061711,6807055
-5235092,4498814
-8146015,7285006
-9074277,11909047
3540771,-5186888
-5951339,6443631
2304623,-2908464
882794,-549642
-6436220,7510251
-1098408,44610
-4175905,6392031
5235959,-4647487
2655779,-2908698
-2592415,2822586
3213488,-3327777
-15870518,15298905
370193,-161260
-9792040,10392865
-6405337,4584060
-4874658,6804712
-3136740,2646421
7550814,-6520996
5659770,-4539732
1317067,-2295017
-11342943,12268251
5588325,-4815179
-449419,-42645
8103689,-8461896
-10037523,10487930
-1604548,-86117
-8639795,9057241
-11963085,15059716
-2378595,2086041
-1140657,201788
13988175,-11973743
8551717,-7485512
4261830,-3356887
-12191189,14430865
-3465327,2000119
-13815064,14545068
-5527804,8015776
5773585,-5599522
-7747140,6606280
-2675058,1429363
10356017,-9015734
3064377,-2946655
5387325,-7178761
-7353452,7744466
-8909988,8756838
-8611116,6391302
-11817918,12134480
-6080876,4861243
-6089322,7394460
-7130264,9052031
9501250,-10283674
-15528906,15329940
-15470835,16714288
-11033374,10526092
12123272,-10017064
-11977207,11291613
-916969,343010
4977209,-3124664
-7684476,6993107
9578241,-10929461
6527618,-4958096
-2631172,5106548
4895796,-5227399
3157004,-2977463
-17621489,15689984
224045,994021
3607919,-3635199
-3128648,3970495
4983280,-4513610
-3733634,2818108
-8450294,8764350
-7507465,7511278
2434768,-4965902
-79733,418596
-440808,122910
3386429,-3428826
9032336,-7788788
11894967,-11077307
8740369,-9052812
-4827786,4605644
-13521690,14147008
-343298,852453
-9749807,8148349
2441245,-2996734
557145,704957
7092744,-7721123
-1245279,1350163
1336776,-2496482
9027260,-8042804
1433974,-202073
-13540349,12989199
-5385587,5535671
7778345,-7619059
-4353775,3348704
589106,129806
-7346512,9096043
2232711,-2746844
1787049,-2546117
-11917090,12918370
-1519010,1912436
-3676513,6040439
-2712469,1584131
9358830,-7668231
-7859196,7734701
-95837,-199603
7830570,-8531423
8911301,-8833407
1138145,-1778097
10975125,-9692706
685816,-7611
3418618,-1139468
-14799538,15980754
-9464097,10867812
5979825,-4153111
-8670238,7888099
8081989,-7480899
538317,-1194786
-9259995,10055668
-6454519,5464986
119771,-1788292
-8166961,8841262
4947389,-1974635
3333844,-2781412
5719758,-5470916
7220586,-4578713
-5791422,5080873
-1846502,2612922
3986195,-4540642
-12383191,11410173
4993390,-3273538
-3896978,3823986
-13209045,13151855
-13529227,13572609
1479698,-1462886
-482004,-1607451
4461362,-3176772
-7293657,7963517
-589471,909796
-140166,410034
-13251147,13073515
5575602,-5116159
7089225,-5061939
-3724521,5584681
-12325350,14409962
7106963,-6674657
8659955,-7295166
12330786,-11099142
906529,-3203847
-2029147,1726004
12037020,-12374101
2752536,-2346729
2977539,-3362452
-1186808,1946550
5915985,-4955508
3498343,-1378843
-880602,388965
5366653,-8109892
2321064,-684007
3762869,-3539376
8312251,-5975672
-4693618,3763400
2931405,-3481132
-452157,2482865
-7893865,9644208
1505955,-1720295
-8471337,7998615
10822367,-9253383
13809672,-11345744
-5227048,4336963
4292570,-4519743
-16075672,17055707
324726,-1764563
-9789929,8496014
8520219,-9246496
10107070,-9246698
7978535,-5743305
-2691976,4454078
-430953,249529
8522965,-7917718
5289211,-5522573
-3094641,3393980
-5610464,8441715
5216329,-4658965
-8068160,8278588
5318664,-4945708
4206972,-5110217
-8714819,9235464
-7076748,8197764
834259,-1100401
-7113626,3989944
-10726496,13214863
11120072,-10660630
9096998,-7498467
2078173,-2361344
2093767,-2073818
810415,-233141
6529705,-7888656
6810638,-7864607
-2410666,3784911
-1391496,2353699
-12464943,15505095
4315876,-3559993
-7410095,6898450
3373346,-4010003
649174,-1438792
-13779000,13881668
-3595687,3964415
8778881,-10304717
292486,564308
-1732780,-33372
3194340,-2859748
12470630,-10429490
9283079,-8239065
-3271811,3439415
13736171,-12216312
3343266,-2627763
1896118,-3112923
15041989,-13361753
-13373967,12936132
-10737273,10124730
-7394001,6904332
4009793,-3176389
-6355848,5578851
10324063,-9878895
-10506615,11880706
-7565689,8158872
-6815553,7529788
12666272,-11373424
8644824,-8054083
-4800805,5219225
-4662390,3312611
-10552440,10913251
-11679742,11253902
6089640,-5746731
35967,3766796
8840172,-7766829
4971204,-5565809
-14024675,13826129
-13305382,13027093
-4625689,5420513
-5573886,4973826
-10079471,10172641
-14037528,15035080
-1973103,-178255
-6812829,8324607
662223,-2407750
-11637011,12281232
-14830725,15183840
3254430,-4302484
12472137,-9722411
11919051,-10068964
-2681263,1973292
1996722,-2817389
-7028201,5808289
5406469,-6032139
7830922,-6945088
11086985,-9966129
2765029,-2560786
-11746910,12555943
857414,-2084782
3281165,-2954659
-2089984,255546
2309896,-1503826
1095061,-1298285
6551335,-6665007
4519352,-4214706
8004258,-5961282
-8699308,6650735
-11666963,12297359
7863162,-7769001
3670105,-4488734
3239803,-2356584
522263,-946040
7084346,-4983348
8658344,-7009231
7411088,-7410354
11587060,-9057594
-9369354,11623645
-11178981,13291258
7885214,-7712291
9353541,-8156480
-10652681,9089077
10308907,-10475356
3131592,-2765462
5026022,-3787544
-3142459,2541215
4346984,-4569965
-6166864,4747979
3952655,-4036503
4839428,-4769169
-11718822,11488648
-7004442,8015255
4398579,-4331644
4291096,-3709109
7652163,-6940168
6444921,-6130351
-11424854,12967925
6857928,-6617995
2084791,-2321561
4135947,-3961691
-12864271,12483909
7082403,-5328597
-9398357,10966982
9189093,-9897890
7880085,-8659392
-5259261,6701487
-10062258,12135371
-2274655,1359451
14407673,-12633280
-10868623,11238332
-9877099,10475756
2345555,-1829315
1532355,-2521353
4713881,-3398253
8156812,-8675538
5770067,-6273327
5709384,-4285219
6917790,-5102887
-11142795,11686034
9802399,-8666235
-13449900,13405259
2982024,-2596027
7029176,-7843369
6796864,-7753275
-9473818,11644054
-1909625,3306965
-4442958,3734726
2238020,-1208876
2325073,-2026991
-4964872,4685891
5865010,-6647872
-158554,1236697
10702141,-9616715
1844033,-1120648
9844246,-9147814
7954156,-7964343
5524685,-5140167
-2638776,3194400
-5985365,7417792
-2108011,2737699
-15622583,16258425
-17910237,19547981
-13421347,13288208
6717641,-6714760
1474920,-1436580
-8933418,9083236
9129355,-8386812
-9299158,10498371
5137173,-4027618
846860,235535
-9746171,10650913
-113561,-288493
-11734375,11280886
4007143,-4632038
-16559528,15410013
-9324866,8834769
-64618,-2046519
-5830996,7511124
-4299622,4371898
2342081,-2040910
-10317080,10263292
-4293411,4533941
-4602597,3082943
-11954152,11407626
6601872,-6636752
2452194,-3305068
5225980,-5555479
-8979849,8727390
-7008291,7722827
-5490529,4319108
7391787,-5304212
-14276665,15082779
10521613,-8786339
-208134,-753969
-3808326,2956384
8464167,-7986596
9105276,-7010628
-13276831,11689636
-2806105,2295173
-7348639,8297779
5371257,-4628990
-13228971,11764629
7452792,-6748283
524211,-1429564
-6633844,3375701
6701307,-5980422
-11548933,11598084
5506098,-5531402
-7627815,8540132
-13686296,15490004
-10968710,12559785
-8785723,8335746
-9287336,10552228
-8544780,7632569
4720689,-3758852
-15993512,16154367
-895259,1072632
-10558210,11085698
-8524461,10447628
-11966895,12491562
9137345,-9289725
-12301863,11744388
1585330,-1023247
7754213,-8876491
60456,693575
2868566,-1572037
-13997779,16403089
612877,1386133
-12120915,10217777
4418618,-3728063
3379128,-2518707
9402526,-8625265
4569033,-5098181
-1690317,1162040
5756492,-5331032
6253900,-4932941
6573132,-5935319
-17802525,19330390
-3902299,4082162
6376438,-4942749
7863256,-8600304
1705721,-1387925
3838791,-6450619
7592486,-7414971
4721551,-5386803
2745169,-3896477
-735931,-94884
12965967,-11050949
4260062,-3823691
-1470696,651118
2643189,-2675463
-4556868,4890053
7262805,-6018332
-7726758,9299435
-15172343,16712599
-1505655,246701
5386649,-4907594
-4183526,6426621
-500311,340767
-4964772,5014793
8649949,-9436091
5192735,-4518854
-9504597,8741172
-10641222,9535188
6020490,-6484623
7698550,-6346473
-6564995,4768541
-10293871,11086783
-10312968,11636303
1512955,-2163895
-9125326,10211820
-5940918,6826309
-382129,1032584
-11538629,11304871
-4458153,3940870
-3740719,2733506
-3744835,3136301
5740870,-5710242
-12181518,12562629
7937057,-5606795
7981864,-8411191
16595373,-15985620
-1572675,3920757
-16495480,17185787
-613465,2562051
-3014639,3124894
13160286,-11423298
7174379,-2937397
7137691,-6685788
5603768,-5908050
-4147834,1921921
-17115463,17587117
-4124266,3412571
-6747103,8473252
-12436548,13781093
8785025,-9672206
-14357798,13522271
1188733,-2547325
8302784,-5474427
479257,-736994
-11454712,11383708
6171186,-5622324
6666133,-4949820
-944727,1139596
-8420056,10551313
-504668,397350
-5681893,4784386
-1659398,1698211
6763605,-7358730
-1977832,2550620
-8515488,7925641
-5448438,3170842
-12979811,12605364
-5365034,5246694
7967439,-7410012
11471267,-9831988
6801561,-6367062
15269638,-15215103
3250514,-3429254
-7995768,7237453
3757068,-4623783
778948,-3890194
3641900,-3379977
1504340,-65899
6259600,-6694532
-7619485,6024712
1948737,-1708160
3123241,-3636048
8017866,-5643267
1299850,-1645789
-11091926,9838539
5277003,-4091926
-1706622,2465019
-16089718,15820770
-3709755,2429834
-3212902,2847265
-6264786,8434951
2206108,-2584671
-13989460,13086567
2733679,-2137789
-1042546,2278839
-14107732,15594645
8916479,-7732156
2795375,-5049750
5900023,-4115201
5013798,-3311998
10549207,-6709920
-10815103,12468069
-990519,1079074
-3819155,2499015
5154260,-5125180
11709412,-9742983
4325967,-3218173
-6118268,7574229
1831424,-1978518
-3304107,4480270
12071326,-10906316
8157413,-7927106
-6062815,3276318
-3649259,2302181
6596851,-7233035
-7958187,6528661
9094536,-7894299
721719,-964434
-7448658,7254780
-6291736,7837975
8296123,-7825452
6515131,-4517471
3894822,-4087597
-7334417,6755314
-1392517,210564
4980652,-6248026
4769422,-4238708
8013836,-5765648
-428362,1121640
9143891,-8546593
13639840,-12952417
7102984,-7610026
1732135,-3083106
-5134902,4549956
5289824,-4942770
-13755161,12606138
412455,45609
-6576116,7539562
1645891,-2768148
-14406505,15052503
-2004114,1036399
-3873,-84196
-11689237,12353182
-11077201,12626890
10024979,-10034210
10512755,-8800815
-10272153,10433845
-16059543,16196883
-8643121,7391309
11778021,-10599890
1891073,-1734704
4931901,-4578179
731807,-2444131
-10530283,10758983
-6962915,7035105
28179,-2736876
5306992,-4174677
12451060,-11871193
1525167,-2708274
-1819700,480748
4399057,-4521458
645447,-1094418
151525,-119935
-10409465,12026105
-123836,-1834277
-18082410,17228941
5584741,-5917149
-7571654,7158952
12121674,-11318487
-1776044,3102004
3834081,-3224290
5356638,-4740845
10755250,-10305530
-6954879,8038624
-4430559,4508271
-4977909,3703054
1748821,-2109434
543425,-59746
-8174037,7486122
5273112,-5301492
11618219,-10461951
6016113,-7545803
-8412043,8778899
-4563846,-112834
10030307,-9278557
-12471949,13360525
-4775621,3393957
2120457,78575
-15006461,15063965
4639893,-4423394
-12316689,12477236
-10118298,9569862
6572915,-7248159
852780,-1892821
4947476,-4743142
2340596,-2369382
-15773575,16365905
1246737,106064
-2859675,906141
-7523972,7434509
-8004851,10200628
-10845021,10998520
1597773,-1082606
2852462,-4098687
3288770,-2066481
6606857,-6791935
2545180,-3678501
4570544,-5370268
3171792,-2592521
4544878,-3950527
3534136,-2716734
-8640797,7610596
-4461839,3108539
-2556231,303372
7067644,-6419655
9058884,-8496745
-16970113,16132585
-16655980,19025040
-12906566,15344062
-17538743,19190649
-7820965,7418091
-8877974,7283979
6381455,-5689588
436749,281513
4293848,-4140303
-15261420,16355050
-2707948,4776414
-75882,-479561
3721918,-3702282
-10481666,8518098
7870641,-7313759
-9724425,10270113
-2837405,3533397
-8444649,9877061
-2695348,1835701
-12085659,11472116
3158116,-3639310
-7436235,6323173
7574480,-5985370
-3183740,2318601
-8422186,8562612
-9917214,10989984
370518,-549870
6647881,-6817610
1515268,-2532590
16751937,-16319671
-2422605,1049512
3039633,-1294042
10363387,-9883740
2070964,-510507
8279754,-7850802
-16220486,16465396
-7077653,7340053
-4721706,3762570
5458055,-3957961
8063421,-6292860
-3362445,3435066
-9327290,7916167
3422379,-2668961
-1365061,828332
6508989,-5925685
-3230582,4333458
-1484677,1841460
-13133698,13730313
-5633617,7675772
-15286257,16655956
59613,1681713
2759715,-2709405
1902349,-4283883
5933619,-7914135
-12606922,12825333
-7782423,9219869
-3159136,2677839
-4717699,6692546
-1445140,4174786
4563663,-4959831
5400700,-5844127
-4195083,4825857
-4947380,3102373
-12901833,14509783
8500692,-7986073
-15979282,17288592
538486,540847
8481393,-8141514
6464028,-2793001
4908478,-5250034
7476601,-6187796
2091799,-632047
1651363,-3125466
2033457,-2053690
8693365,-8766598
2942084,-3212026
-6925322,6133835
2978285,-1749731
13553578,-10855821
-6364551,7396915
-15314266,15951936
5457507,-5600413
-5754951,6827431
-5299981,5074606
-12355117,11583078
-10898320,11824024
-361679,1658846
1083199,83817
5184954,-5239404
-15682472,16220453
-10637073,11291259
9613048,-9847547
-9900781,9690796
-12935010,12049961
-5722375,5011060
-7220319,5494835
-4123187,2030492
6866813,-6371510
-9238728,9292835
-11938466,12489329
-5292309,3650670
2408065,-315833
3630969,-4879219
13689184,-12595943
10211737,-9953177
1518703,-1730771
-2625058,1145572
-2148126,4375088
-3081693,4033008
4265051,-4424652
-5484754,4222451
3576502,-3397298
-5708831,4156270
-11443612,11427012
-15462852,15990492
5876704,-4596830
-3592891,1706077
-17337395,16279796
-6092767,4980518
-2001102,1935640
2441442,-3698135
8933809,-6991675
-7466875,6377221
7053672,-6766475
8544472,-6216205
1854791,-1282374
7058590,-5670401
-7694671,9041802
9891925,-9759146
3108335,-2925483
-4613413,7638960
3680091,-3606514
-2107360,1483005
15115712,-12970074
-10595835,12692661
5482045,-5282757
2327100,-1448685
10251964,-10013700
-2157816,2017704
7395851,-7103886
-5838748,6151015
-17179901,15848579
-6365938,6012268
-10414401,9353296
5805555,-5545429
-8822123,8598424
16532950,-14760103
-7818857,8001506
9289660,-8178210
6804545,-4006929
5330355,-7196536
-4545241,4114679
-2660004,3309545
2701338,-2481023
818734,-1042553
-5393815,6869028
-228829,805446
11327792,-9929861
1157304,-1911969
3896883,-4700042
-10756117,11177440
-14107154,13633560
-14147826,11453676
-10923540,13223215
118538,839689
-6390520,6266625
-8456246,8504016
1636375,378978
5488717,-2837941
4614831,-4414852
7299699,-6887396
7980545,-8173845
-6793952,5285564
-3529007,2144116
8526223,-8042312
1414111,-887601
7495606,-7489181
-4198390,2850891
11270805,-8882964
5137236,-4260513
-4379702,5775955
-4178517,5184083
-1905084,2203370
-3412114,3165854
6195702,-5782825
-2002666,2312674
4177895,-2705786
5143860,-3818274
-196745,-1390267
-10377110,10383734
-1003279,-301781
11879216,-10757744
12457618,-10246200
-67491,-1678875
2848953,-3198353
12052936,-11895534
6798723,-5876134
8392027,-8898146
-10134401,8977657
-14570306,14160509
-3948535,3163040
-13980587,13015258
13395315,-11700037
-7652688,6152541
-4957313,4440166
-6731,254534
-9317297,7299595
3545160,-2734502
-5288768,6422041
-5161214,5523918
10750779,-9413267
1634092,-2505152
-10301714,11316562
3030143,-2902481
-19125355,17598064
3670664,-3724993
4450137,-4409609
-18914476,18549920
628161,387035
4536006,-2991997
4954907,-5381896
-5272858,5076471
-13184449,13550224
-9748626,9115463
6491304,-6805316
10598497,-9370547
12140579,-11186345
-1874068,3344916
-3333799,3644159
5974841,-6135017
9801204,-8097693
-12378609,12570906
11254220,-10187534
13855354,-11781430
-13892042,12198812
5939336,-6281756
2452911,-3401998
8009697,-5739650
8377231,-7938221
-3320420,3752374
-14086447,16285658
12309743,-10751111
6943921,-7582042
-6655656,6772859
-5730471,7251540
6045450,-4802122
-18612237,16755298
8784840,-7187634
4506397,-5962395
3731110,-3828936
-11351426,11106554
-6611792,8132507
-12533901,11552078
-4727186,4433338
-1123176,1426691
3998313,-3155191
-1119782,537779
-202389,-1250911
-7315702,5420357
-11280306,11336891
1440467,-800284
7174274,-7388248
-3800216,3445721
-13781911,12918200
2184187,-2907756
-11734673,12477501
-14394372,15283623
17058495,-15085988
5373900,-5530685
-10995294,9853974
1848136,-569035
-3782263,3117190
-11899827,12746992
-9108735,10339688
-1881977,-769773
5770297,-6109366
-2247051,5528540
-6292954,4406613
-5192483,7052038
-5987942,4269987
7533932,-6147093
5014826,-4638650
-1989441,2060912
6523279,-3060916
3253390,-3840650
-9483697,8428919
4907121,-3845014
-15967215,15585533
-4038001,3188736
190348,591850
5181866,-4972426
9764805,-9110814
781940,-343446
4799719,-4963750
-13623201,15981597
7217446,-6244230
10559012,-9980292
-14533132,14208119
6347204,-7294556
2996960,-3209639
11172877,-10748398
-8034620,7816585
-17260321,16641677
9534593,-6211339
551814,-993076
-5763254,5509374
7835615,-6809855
6937270,-5973852
-13477470,12257929
-11904050,14879532
1133506,-188765
-718510,424143
-549059,1331188
9851020,-8994444
6102958,-5771298
-16666445,17039126
-9707772,10053657
3455621,-1978074
-4813364,5506353
-11668551,10052442
-1959814,2592984
726491,-110639
113591,-651253
6587852,-6591147
698064,-1972131
4364830,-5023009
-12823901,14219370
7411422,-7344763
4929030,-4476249
7826081,-7256997
-5228911,3470369
-15027608,13947462
-3648026,2146319
6201443,-5851841
-2227411,1585315
-15436414,13471094
2184527,-885131
4551740,-3745390
5039252,-3246030
3315936,-3678836
-12078582,10994865
-7477106,7401063
12549342,-11702898
-1736110,2049703
-2386687,2687335
4492886,-4946094
-12949874,13844745
4609692,-4235656
3247754,-2783936
-7366849,9818496
-5297279,4730330
-1794630,1382444
-4207239,4201731
-5657675,5363856
-1904891,294434
3354073,-3035026
16464455,-15789314
8533127,-9539536
-14590126,14113845
4971063,-3211201
-6395637,7592479
-14663079,14610959
6965659,-7602051
-9340713,8877698
-1964727,2099548
-7275959,6071586
-4432527,4141456
-1199038,498472
7753630,-7121118
-7593555,4433686
-949558,858305
-13422491,12608791
-9609865,8368448
4298083,-4100201
-7651029,9106459
8220488,-7142287
-10951656,11028406
11475432,-11531597
-3613232,3967816
-2888407,4127589
7857109,-7915515
8916736,-8186452
10137338,-11992366
-3467511,1572959
4185201,-3172018
972973,-131328
-14897045,16509875
-31760,2035814
-3721876,3196111
-12249568,12890765
3571584,-2416789
5961492,-6438332
-2124101,2567826
2263396,-1541841
8236024,-7083551
-160405,-102674
11026917,-9591528
780190,900326
-11688791,13130680
8507059,-8051378
6988915,-6402843
5633433,-5449944
6001746,-6473625
-4043808,2670028
-18258791,17902241
6255792,-6272412
-13136214,13552166
-12754337,11718046
-7030056,6522644
7170805,-5533530
4763969,-3321487
-4229874,5679311
-1145185,2666587
-6316279,7884371
4314647,-3861997
2655842,-2361810
-14618482,13142976
-1832713,2771528
-10764919,11761179
8602507,-6530072
-4434132,3150144
1150616,-1709112
-9249941,9526819
2061945,-2125544
-1082918,-142176
-3415258,3726086
-13800570,15188484
5909989,-6448200
-13209850,13180595
-4872178,5005839
-3159205,4269233
-5071614,3236247
-6761511,7704662
-6115118,7808741
-396643,401670
10224162,-9525558
7949887,-7450471
10364022,-9071966
1777729,-3207027
-14612790,14226701
-11935605,10280968
-10442784,10856475
-12644207,14940928
7235984,-7063861
6557421,-5272041
-15962860,15590654
-5866590,5008438
7238671,-7363309
-14878631,14439108
-15514870,15992979
800453,-3701445
8105678,-7053204
8387548,-7365097
-8537191,7943131
-3672272,3557647
-15748391,14721372
6854995,-8222971
962733,-1463508
-7263504,6327283
11520595,-11898037
5920361,-4709462
-8212739,8341971
3743892,-3307196
6710602,-6080412
1944004,-2953301
-11373456,11387232
2624025,-3385225
5416481,-6191392
-15576416,16082824
-2402585,2274504
1965852,-2023051
-10218372,11083689
-12484018,13512639
7465411,-5813037
11515686,-11001029
4335526,-4395866
3935193,-3989635
-6113375,7379638
-11474522,13602504
-3470681,2673262
-9731925,10050497
12641662,-10303508
-2773572,5442961
2723700,-3179056
1825627,-2390874
8461157,-6980900
-4270450,4467047
-3062593,3830689
1114083,-1187828
764714,-31753
2457318,-4263429
11171962,-10358689
-3684477,4475373
5079274,-5648338
-10416077,11888935
8363324,-6704421
6778640,-5369551
-5573596,5450818
10662240,-8745999
